L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs300209	rs12654614	0.589	0.75	0.018	0.11	0.85	250784	-
rs300209	rs12657750	0.472	0.55	0.013	0.07	0.78	253353	-
rs300209	rs177075	0.197	0.19	0.005	0.02	0.51	254742	-
rs300209	rs2217265	0.216	0.68	0.025	0.04	0.41	255103	-
rs300209	rs294598	0.313	0.44	0.012	0.04	0.61	256892	-
rs300209	rs294597	0.216	0.34	0.013	0.02	0.48	257085	-
rs300209	rs297951	0.277	0.99	0.034	0.07	0.47	259772	-
rs300209	rs1433779	0.365	0.18	0.008	0.03	0.78	260192	-
rs300209	rs294594	0.313	0.44	0.012	0.04	0.61	260700	-
rs300209	rs985254	0.139	0.27	0.01	0.01	0.35	262480	-
rs300209	rs10037424	0.365	0.18	0.008	0.03	0.78	262739	-
rs300209	rs294588	0.16	0.27	0.01	0.01	0.39	263644	-
rs300209	rs294587	0.062	0.03	0.001	0.0	0.36	264187	-
rs300209	rs6862542	0.142	0.2	0.007	0.01	0.39	273478	-
rs300209	rs294580	0.122	0.12	0.005	0.0	0.39	279179	-
rs300209	rs6876181	0.252	0.95	0.035	0.06	0.44	286464	-
rs300209	rs1432655	0.244	1.29	0.049	0.07	0.4	293911	-
rs300209	rs1433781	0.244	1.29	0.049	0.07	0.4	299138	-
rs300209	rs17668553	0.275	0.09	0.003	0.02	0.76	302993	-
rs300209	rs159199	0.133	0.21	0.007	0.01	0.36	306226	-
rs300209	rs292410	0.154	0.5	0.022	0.02	0.32	308514	-
rs300209	rs6878378	0.31	0.37	0.012	0.04	0.63	311073	-
rs300209	rs3849745	0.165	0.61	0.022	0.02	0.33	323730	-
rs300209	rs6880977	0.165	0.61	0.022	0.02	0.33	324252	-
rs300209	rs3910253	0.111	0.28	0.01	0.0	0.28	326381	-
rs300209	rs10070913	0.207	0.11	0.003	0.02	0.61	328377	-
rs300209	rs3910251	0.094	0.2	0.008	0.0	0.26	331650	-
rs300209	rs693845	0.094	0.2	0.008	0.0	0.26	333071	-
rs300209	rs158836	0.156	0.33	0.014	0.01	0.36	334380	-
rs300209	rs158842	0.047	0.05	0.002	-0.01	0.23	338009	-
rs300209	rs158845	0.068	0.11	0.004	0.0	0.24	338727	-
rs300209	rs166078	0.047	0.05	0.002	-0.01	0.23	339485	-
rs300209	rs149402	0.057	0.05	0.002	0.0	0.28	339704	-
rs300209	rs566509	0.352	0.47	0.016	0.05	0.67	343828	-
rs300209	rs158850	0.071	0.02	0.001	0.0	0.43	348661	-
rs300209	rs6893725	0.238	0.41	0.015	0.03	0.5	349085	-
rs300209	rs17062147	0.352	0.47	0.016	0.05	0.67	350158	-
rs300209	rs158851	0.076	0.14	0.006	0.0	0.24	350795	-
rs300209	rs158829	0.134	0.13	0.005	0.01	0.42	354098	-
rs300209	rs537788	0.059	0.07	0.003	0.0	0.24	354934	-
rs300209	rs424217	0.039	0.01	0.0	0.0	0.4	362971	-
rs300209	rs509502	0.069	0.08	0.003	0.0	0.27	363519	-
rs300209	rs292404	0.134	0.13	0.005	0.01	0.42	365809	-
rs300209	rs292406	0.003	0.0	0.0	-0.01	0.27	367228	-
rs300209	rs3133041	0.068	0.04	0.001	0.0	0.36	368555	-
rs300209	rs558968	0.069	0.08	0.003	0.0	0.27	375207	-
rs300209	rs10057965	0.09	0.11	0.004	0.0	0.32	384937	-
rs300209	rs531314	0.083	0.02	0.001	0.01	0.52	389749	-
rs300209	rs489835	0.022	0.01	0.0	-0.01	0.28	391930	-
rs300209	rs4869096	0.251	0.22	0.008	0.02	0.6	402180	-
rs300209	rs516512	0.164	0.31	0.011	0.01	0.39	402764	-
rs300209	rs520002	0.133	0.43	0.015	0.01	0.29	403108	-
rs300209	rs13328108	0.164	0.14	0.005	0.01	0.49	404714	-
rs300209	rs497083	0.052	0.05	0.002	0.0	0.25	405771	-
rs300209	rs580015	0.078	0.13	0.005	0.0	0.25	408989	-
rs300209	rs10515864	0.306	0.29	0.011	0.03	0.65	417984	-
rs300209	rs17610788	0.01	0.0	0.0	-0.01	0.26	430596	-
rs300209	rs642305	0.093	0.18	0.006	0.0	0.27	431832	-
rs300209	rs17538699	0.23	0.48	0.018	0.03	0.47	435262	-
rs300218	rs10515854	1.0	0.95	0.03	0.15	0.99	917	53.13
rs300218	rs982228	1.0	9.91	0.27	0.83	1.0	2066	-
rs300218	rs12186371	0.202	0.09	0.004	0.02	0.64	11832	-
rs300218	rs300237	0.132	0.05	0.002	0.01	0.55	13201	-
rs300218	rs17061510	0.414	2.78	0.101	0.21	0.58	14099	-
rs300218	rs300211	0.457	3.93	0.146	0.28	0.6	14979	-
rs300218	rs2901732	0.254	0.1	0.006	0.02	0.71	15360	-
rs300218	rs11742012	0.165	0.12	0.005	0.01	0.52	17379	-
rs300218	rs300213	0.165	0.22	0.01	0.01	0.43	22250	-
rs300218	rs300214	0.134	0.11	0.004	0.01	0.45	22403	-
rs300218	rs2161132	0.561	2.0	0.079	0.24	0.76	24336	-
rs300218	rs6873695	0.466	4.18	0.172	0.29	0.6	32113	-
rs300218	rs734442	0.277	0.73	0.032	0.05	0.5	32403	-
rs300218	rs4869033	0.442	2.22	0.098	0.21	0.62	42343	-
rs300218	rs10746556	0.289	1.05	0.05	0.07	0.48	70053	-
rs300218	rs10515857	0.237	0.1	0.005	0.02	0.7	73191	-
rs300218	rs17061586	0.612	2.2	0.091	0.28	0.8	75158	-
rs300218	rs1363150	0.622	2.3	0.097	0.3	0.81	76535	-
rs300218	rs13186063	0.052	0.03	0.001	0.0	0.31	89841	-
rs300218	rs1025014	0.662	2.33	0.099	0.32	0.84	93176	-
rs300218	rs9313968	0.291	1.47	0.06	0.1	0.46	95333	-
rs300218	rs13172782	0.052	0.03	0.001	0.0	0.31	99318	-
rs300218	rs4307107	0.282	1.49	0.067	0.1	0.44	104566	-
rs300218	rs299304	0.536	1.69	0.07	0.21	0.75	109950	-
rs300218	rs427056	0.085	0.08	0.003	0.0	0.33	112987	-
rs300218	rs2069347	0.247	1.28	0.052	0.07	0.4	130423	-
rs300218	rs2303076	0.028	0.0	0.0	0.0	0.42	150878	-
rs300218	rs299287	0.349	1.49	0.064	0.12	0.53	156647	-
rs300218	rs299284	0.436	0.91	0.038	0.1	0.69	159878	-
rs300218	rs299283	0.349	1.49	0.064	0.12	0.53	160084	-
rs300218	rs299290	0.334	1.12	0.051	0.09	0.54	165744	-
rs300218	rs299295	0.281	0.76	0.037	0.05	0.5	172944	-
rs300218	rs11748030	0.007	0.0	0.0	0.0	0.48	179641	-
rs300218	rs4599554	0.383	1.1	0.045	0.1	0.61	182827	-
rs300218	rs10038157	0.027	0.0	0.0	0.0	0.5	188014	-
rs300218	rs10515861	0.025	0.01	0.0	0.0	0.32	193975	-
rs300218	rs7722729	0.264	0.56	0.021	0.04	0.51	205664	-
rs300218	rs17061797	0.056	0.01	0.0	0.0	0.43	207568	-
rs300218	rs4869089	0.147	0.32	0.012	0.01	0.35	207636	-
rs300218	rs7716203	0.181	0.64	0.027	0.03	0.35	211112	-
rs300218	rs729352	0.057	0.04	0.002	0.0	0.29	212443	-
rs300218	rs1496864	0.146	0.34	0.013	0.01	0.34	220855	-
rs300218	rs7700282	0.253	0.42	0.015	0.03	0.53	221539	-
rs300218	rs7722476	0.08	0.16	0.006	0.0	0.24	221689	-
rs300218	rs4276433	0.026	0.01	0.0	0.0	0.33	229496	-
rs300218	rs919258	0.322	0.2	0.006	0.03	0.72	232984	-
rs300218	rs297961	0.05	0.01	0.0	0.0	0.49	240380	-
rs300218	rs17061883	0.179	0.14	0.004	0.01	0.53	241511	-
rs300218	rs297966	0.322	0.2	0.006	0.03	0.72	242940	-
rs300218	rs297968	0.021	0.0	0.0	0.0	0.33	244243	-
rs300218	rs10074453	0.004	0.0	0.0	0.0	0.32	245021	-
rs300218	rs4301242	0.322	0.2	0.006	0.03	0.72	248183	-
rs300218	rs12654614	0.247	0.26	0.007	0.02	0.59	248883	-
rs300218	rs12657750	0.191	0.16	0.004	0.02	0.54	251452	-
rs300218	rs177075	0.264	0.56	0.021	0.04	0.51	252841	-
rs300218	rs2217265	0.082	0.13	0.006	0.0	0.26	253202	-
rs300218	rs294598	0.215	0.32	0.012	0.02	0.49	254991	-
rs300218	rs294597	0.031	0.01	0.0	0.0	0.36	255184	-
rs300218	rs297951	0.115	0.31	0.012	0.01	0.28	257871	-
rs300218	rs1433779	1.0	0.95	0.03	0.15	0.99	258291	-
rs300218	rs294594	0.244	0.43	0.015	0.03	0.51	258799	-
rs300218	rs985254	0.031	0.02	0.001	-0.01	0.23	260579	-
rs300218	rs10037424	1.0	0.95	0.03	0.15	0.99	260838	-
rs300218	rs294588	0.1	0.2	0.008	0.0	0.28	261743	-
rs300218	rs294587	0.127	0.12	0.005	0.01	0.4	262286	-
rs300218	rs6862542	0.097	0.09	0.003	0.0	0.36	271577	-
rs300218	rs294580	0.097	0.17	0.006	0.0	0.29	277278	-
rs300218	rs6876181	0.189	0.23	0.009	0.01	0.47	284563	-
rs300218	rs1432655	0.294	1.04	0.05	0.07	0.48	292010	-
rs300218	rs1433781	0.294	1.04	0.05	0.07	0.48	297237	-
rs300218	rs17668553	0.595	0.86	0.028	0.12	0.85	301092	-
rs300218	rs159199	0.074	0.06	0.002	0.0	0.33	304325	-
rs300218	rs292410	0.021	0.01	0.0	-0.01	0.22	306613	-
rs300218	rs6878378	0.209	0.24	0.011	0.02	0.51	309172	-
rs300218	rs3849745	0.04	0.02	0.001	0.0	0.31	321829	-
rs300218	rs6880977	0.04	0.02	0.001	0.0	0.31	322351	-
rs300218	rs3910253	0.055	0.05	0.002	0.0	0.27	324480	-
rs300218	rs10070913	0.166	0.04	0.002	0.02	0.68	326476	-
rs300218	rs3910251	0.059	0.05	0.002	0.0	0.29	329749	-
rs300218	rs693845	0.059	0.05	0.002	0.0	0.29	331170	-
rs300218	rs158836	0.022	0.01	0.0	-0.01	0.27	332479	-
rs300218	rs158842	0.029	0.02	0.001	-0.01	0.24	336108	-
rs300218	rs158845	0.01	0.0	0.0	-0.01	0.22	336826	-
rs300218	rs166078	0.029	0.02	0.001	-0.01	0.24	337584	-
rs300218	rs149402	0.069	0.06	0.003	0.0	0.3	337803	-
rs300218	rs566509	0.006	0.0	0.0	0.0	0.51	341927	-
rs300218	rs158850	0.178	0.32	0.016	0.02	0.41	346760	-
rs300218	rs6893725	0.092	0.03	0.001	0.01	0.51	347184	-
rs300218	rs17062147	0.006	0.0	0.0	0.0	0.51	348257	-
rs300218	rs158851	0.071	0.11	0.005	0.0	0.24	348894	-
rs300218	rs158829	0.062	0.02	0.001	0.0	0.41	352197	-
rs300218	rs537788	0.126	0.29	0.015	0.01	0.3	353033	-
rs300218	rs424217	0.164	0.27	0.015	0.01	0.39	361070	-
rs300218	rs509502	0.109	0.17	0.008	0.0	0.31	361618	-
rs300218	rs292404	0.062	0.02	0.001	0.0	0.41	363908	-
rs300218	rs292406	0.132	0.17	0.009	0.01	0.37	365327	-
rs300218	rs3133041	0.14	0.12	0.006	0.01	0.45	366654	-
rs300218	rs558968	0.087	0.1	0.005	0.0	0.3	373306	-
rs300218	rs10057965	0.0	0.0	0.0	0.0	0.38	383036	-
rs300218	rs531314	0.249	0.07	0.003	0.02	0.76	387848	-
rs300218	rs489835	0.098	0.09	0.004	0.0	0.36	390029	-
rs300218	rs4869096	0.319	0.43	0.027	0.04	0.6	400279	-
rs300218	rs516512	0.439	0.86	0.037	0.1	0.7	400863	-
rs300218	rs520002	0.346	1.09	0.047	0.09	0.56	401207	-
rs300218	rs13328108	0.094	0.03	0.002	0.01	0.49	402813	-
rs300218	rs497083	0.154	0.39	0.018	0.01	0.34	403870	-
rs300218	rs580015	0.112	0.17	0.008	0.0	0.32	407088	-
rs300218	rs10515864	0.297	0.27	0.022	0.03	0.61	416083	-
rs300218	rs17610788	0.107	0.06	0.003	0.0	0.45	428695	-
rs300218	rs642305	0.214	0.68	0.03	0.04	0.4	429931	-
rs300218	rs17538699	0.405	0.57	0.027	0.06	0.7	433361	-
rs10515854	rs982228	1.0	0.4	0.008	0.07	0.98	1149	40.54
rs10515854	rs12186371	0.239	0.57	0.033	0.04	0.54	10915	-
rs10515854	rs300237	0.196	0.3	0.016	0.02	0.52	12284	-
rs10515854	rs17061510	1.0	0.8	0.017	0.12	0.99	13182	-
rs10515854	rs300211	0.62	0.47	0.016	0.08	0.9	14062	-
rs10515854	rs2901732	0.247	0.65	0.038	0.04	0.54	14443	-
rs10515854	rs11742012	1.0	0.19	0.005	0.05	0.97	16462	-
rs10515854	rs300213	0.046	0.01	0.0	0.0	0.54	21333	-
rs10515854	rs300214	1.0	0.34	0.007	0.06	0.98	21486	-
rs10515854	rs2161132	0.045	0.01	0.0	0.0	0.48	23419	-
rs10515854	rs6873695	0.559	0.32	0.012	0.06	0.88	31196	-
rs10515854	rs734442	1.0	0.43	0.012	0.07	0.98	31486	-
rs10515854	rs4869033	0.545	0.06	0.004	0.04	0.96	41426	-
rs10515854	rs10746556	0.282	0.02	0.001	0.03	0.96	69136	-
rs10515854	rs10515857	0.011	0.0	0.0	0.0	0.41	72274	-
rs10515854	rs17061586	0.637	0.06	0.003	0.04	0.96	74241	-
rs10515854	rs1363150	0.045	0.01	0.0	0.0	0.48	75618	-
rs10515854	rs13186063	0.196	0.09	0.005	0.02	0.63	88924	-
rs10515854	rs1025014	0.501	0.03	0.002	0.04	0.96	92259	-
rs10515854	rs9313968	0.359	0.08	0.005	0.03	0.85	94416	-
rs10515854	rs13172782	0.196	0.09	0.005	0.02	0.63	98401	-
rs10515854	rs4307107	0.378	0.08	0.007	0.03	0.86	103649	-
rs10515854	rs299304	0.637	0.06	0.003	0.04	0.96	109033	-
rs10515854	rs427056	0.182	0.07	0.005	0.01	0.63	112070	-
rs10515854	rs2069347	0.537	0.26	0.014	0.05	0.88	129506	-
rs10515854	rs2303076	0.282	0.24	0.014	0.03	0.66	149961	-
rs10515854	rs299287	0.026	0.0	0.0	0.01	0.59	155730	-
rs10515854	rs299284	0.275	0.01	0.0	0.03	0.96	158961	-
rs10515854	rs299283	0.026	0.0	0.0	0.01	0.59	159167	-
rs10515854	rs299290	0.31	0.02	0.001	0.03	0.96	164827	-
rs10515854	rs299295	0.066	0.01	0.001	0.01	0.53	172027	-
rs10515854	rs11748030	0.866	0.11	0.006	0.04	0.97	178724	-
rs10515854	rs4599554	0.084	0.0	0.0	0.02	0.83	181910	-
rs10515854	rs10038157	0.149	0.14	0.007	0.01	0.51	187097	-
rs10515854	rs10515861	1.0	1.11	0.022	0.18	0.99	193058	-
rs10515854	rs7722729	0.054	0.0	0.0	0.02	0.83	204747	-
rs10515854	rs17061797	0.078	0.04	0.001	0.0	0.48	206651	-
rs10515854	rs4869089	0.259	0.04	0.002	0.03	0.84	206719	-
rs10515854	rs7716203	0.32	0.05	0.005	0.03	0.85	210195	-
rs10515854	rs729352	0.223	0.07	0.005	0.02	0.7	211526	-
rs10515854	rs1496864	0.21	0.13	0.004	0.02	0.63	219938	-
rs10515854	rs7700282	0.222	0.02	0.0	0.03	0.85	220622	-
rs10515854	rs7722476	1.0	1.23	0.054	0.2	1.0	220772	-
rs10515854	rs4276433	0.767	1.24	0.059	0.21	0.93	228579	-
rs10515854	rs919258	0.349	0.99	0.058	0.09	0.64	232067	-
rs10515854	rs297961	0.083	0.03	0.002	0.0	0.49	239463	-
rs10515854	rs17061883	0.616	0.03	0.001	0.04	0.96	240594	-
rs10515854	rs297966	0.349	0.99	0.058	0.09	0.64	242023	-
rs10515854	rs297968	0.763	1.19	0.057	0.2	0.93	243326	-
rs10515854	rs10074453	0.389	0.73	0.033	0.08	0.7	244104	-
rs10515854	rs4301242	0.349	0.99	0.058	0.09	0.64	247266	-
rs10515854	rs12654614	0.508	0.02	0.001	0.04	0.96	247966	-
rs10515854	rs12657750	0.077	0.06	0.003	0.0	0.42	250535	-
rs10515854	rs177075	0.054	0.0	0.0	0.02	0.83	251924	-
rs10515854	rs2217265	0.451	0.13	0.011	0.04	0.87	252285	-
rs10515854	rs294598	0.045	0.01	0.0	0.0	0.48	254074	-
rs10515854	rs294597	0.114	0.03	0.001	0.01	0.61	254267	-
rs10515854	rs297951	0.328	0.07	0.003	0.03	0.85	256954	-
rs10515854	rs1433779	0.16	0.43	0.026	0.02	0.43	257374	-
rs10515854	rs294594	0.701	0.07	0.004	0.04	0.97	257882	-
rs10515854	rs985254	0.067	0.0	0.0	0.01	0.73	259662	-
rs10515854	rs10037424	0.16	0.43	0.026	0.02	0.43	259921	-
rs10515854	rs294588	0.406	0.12	0.004	0.04	0.86	260826	-
rs10515854	rs294587	0.101	0.02	0.001	0.01	0.6	261369	-
rs10515854	rs6862542	0.439	0.29	0.016	0.05	0.8	270660	-
rs10515854	rs294580	0.451	0.15	0.004	0.04	0.86	276361	-
rs10515854	rs6876181	1.0	0.37	0.016	0.07	0.98	283646	-
rs10515854	rs1432655	0.357	0.18	0.007	0.03	0.78	291093	-
rs10515854	rs1433781	0.357	0.18	0.007	0.03	0.78	296320	-
rs10515854	rs17668553	1.0	0.22	0.002	0.05	0.97	300175	-
rs10515854	rs159199	0.447	0.16	0.005	0.04	0.86	303408	-
rs10515854	rs292410	0.211	0.08	0.003	0.02	0.69	305696	-
rs10515854	rs6878378	0.022	0.0	0.0	0.0	0.41	308255	-
rs10515854	rs3849745	0.251	0.12	0.005	0.02	0.7	320912	-
rs10515854	rs6880977	0.251	0.12	0.005	0.02	0.7	321434	-
rs10515854	rs3910253	0.523	0.24	0.013	0.05	0.88	323563	-
rs10515854	rs10070913	0.034	0.01	0.0	0.0	0.41	325559	-
rs10515854	rs3910251	0.586	0.35	0.019	0.06	0.89	328832	-
rs10515854	rs693845	0.586	0.35	0.019	0.06	0.89	330253	-
rs10515854	rs158836	0.316	0.06	0.002	0.03	0.85	331562	-
rs10515854	rs158842	0.056	0.0	0.0	0.01	0.66	335191	-
rs10515854	rs158845	0.039	0.0	0.0	0.01	0.65	335909	-
rs10515854	rs166078	0.056	0.0	0.0	0.01	0.66	336667	-
rs10515854	rs149402	0.371	0.09	0.002	0.03	0.85	336886	-
rs10515854	rs566509	0.715	0.04	0.002	0.04	0.96	341010	-
rs10515854	rs158850	0.23	0.03	0.001	0.02	0.84	345843	-
rs10515854	rs6893725	0.029	0.01	0.0	0.0	0.41	346267	-
rs10515854	rs17062147	0.715	0.04	0.002	0.04	0.96	347340	-
rs10515854	rs158851	0.083	0.01	0.0	0.01	0.73	347977	-
rs10515854	rs158829	0.823	0.1	0.005	0.04	0.97	351280	-
rs10515854	rs537788	0.441	0.16	0.006	0.04	0.86	352116	-
rs10515854	rs424217	0.288	0.05	0.001	0.03	0.84	360153	-
rs10515854	rs509502	0.221	0.05	0.002	0.02	0.75	360701	-
rs10515854	rs292404	0.823	0.1	0.005	0.04	0.97	362991	-
rs10515854	rs292406	0.28	0.04	0.001	0.03	0.84	364410	-
rs10515854	rs3133041	0.992	0.16	0.009	0.05	0.97	365737	-
rs10515854	rs558968	0.221	0.05	0.002	0.02	0.75	372389	-
rs10515854	rs10057965	0.091	0.0	0.0	0.02	0.82	382119	-
rs10515854	rs531314	0.107	0.13	0.007	0.01	0.43	386931	-
rs10515854	rs489835	0.091	0.01	0.001	0.01	0.66	389112	-
rs10515854	rs4869096	0.019	0.0	0.0	0.0	0.47	399362	-
rs10515854	rs516512	0.03	0.0	0.0	0.0	0.53	399946	-
rs10515854	rs520002	0.139	0.01	0.0	0.02	0.82	400290	-
rs10515854	rs13328108	0.011	0.0	0.0	0.03	0.95	401896	-
rs10515854	rs497083	0.062	0.0	0.0	0.01	0.73	402953	-
rs10515854	rs580015	0.157	0.02	0.001	0.02	0.74	406171	-
rs10515854	rs10515864	0.045	0.01	0.0	0.0	0.48	415166	-
rs10515854	rs17610788	0.486	0.05	0.003	0.04	0.96	427778	-
rs10515854	rs642305	0.146	0.02	0.001	0.02	0.74	429014	-
rs10515854	rs17538699	0.118	0.04	0.003	0.01	0.55	432444	-
rs982228	rs12186371	1.0	0.58	0.014	0.09	0.98	9766	27.71
rs982228	rs300237	1.0	0.4	0.019	0.07	0.98	11135	-
rs982228	rs17061510	0.367	1.97	0.062	0.15	0.56	12033	-
rs982228	rs300211	0.509	1.48	0.049	0.18	0.73	12913	-
rs982228	rs2901732	1.0	0.5	0.013	0.08	0.98	13294	-
rs982228	rs11742012	0.032	0.02	0.001	-0.01	0.27	15313	-
rs982228	rs300213	0.272	0.1	0.004	0.02	0.75	20184	-
rs982228	rs300214	0.017	0.01	0.0	-0.01	0.23	20337	-
rs982228	rs2161132	0.115	0.27	0.012	0.01	0.3	22270	-
rs982228	rs6873695	0.443	1.13	0.042	0.12	0.68	30047	-
rs982228	rs734442	0.184	0.65	0.022	0.03	0.37	30337	-
rs982228	rs4869033	0.108	0.16	0.006	0.0	0.34	40277	-
rs982228	rs10746556	0.044	0.0	0.0	0.01	0.55	67987	-
rs982228	rs10515857	1.0	0.74	0.023	0.11	0.99	71125	-
rs982228	rs17061586	0.148	0.48	0.02	0.02	0.33	73092	-
rs982228	rs1363150	0.133	0.41	0.017	0.01	0.31	74469	-
rs982228	rs13186063	0.165	0.58	0.018	0.02	0.35	87775	-
rs982228	rs1025014	0.18	0.66	0.027	0.03	0.36	91110	-
rs982228	rs9313968	0.336	0.62	0.022	0.06	0.61	93267	-
rs982228	rs13172782	0.165	0.58	0.018	0.02	0.35	97252	-
rs982228	rs4307107	0.355	0.84	0.029	0.08	0.6	102500	-
rs982228	rs299304	0.148	0.48	0.02	0.02	0.33	107884	-
rs982228	rs427056	0.204	0.88	0.026	0.04	0.39	110921	-
rs982228	rs2069347	0.197	0.29	0.009	0.02	0.47	128357	-
rs982228	rs2303076	0.023	0.01	0.0	-0.01	0.22	148812	-
rs982228	rs299287	0.152	0.31	0.012	0.01	0.37	154581	-
rs982228	rs299284	0.145	0.41	0.016	0.01	0.34	157812	-
rs982228	rs299283	0.152	0.31	0.012	0.01	0.37	158018	-
rs982228	rs299290	0.17	0.46	0.017	0.02	0.37	163678	-
rs982228	rs299295	0.201	0.6	0.023	0.03	0.4	170878	-
rs982228	rs11748030	0.159	0.44	0.022	0.02	0.35	177575	-
rs982228	rs4599554	0.122	0.35	0.013	0.01	0.3	180761	-
rs982228	rs10038157	0.038	0.03	0.001	-0.01	0.27	185948	-
rs982228	rs10515861	0.14	0.06	0.002	0.01	0.55	191909	-
rs982228	rs7722729	0.114	0.35	0.012	0.01	0.28	203598	-
rs982228	rs17061797	0.036	0.03	0.001	-0.01	0.22	205502	-
rs982228	rs4869089	0.038	0.01	0.0	0.0	0.37	205570	-
rs982228	rs7716203	0.02	0.0	0.0	0.0	0.4	209046	-
rs982228	rs729352	0.359	0.34	0.01	0.04	0.7	210377	-
rs982228	rs1496864	0.228	0.66	0.024	0.04	0.44	218789	-
rs982228	rs7700282	0.178	0.73	0.028	0.03	0.35	219473	-
rs982228	rs7722476	0.092	0.07	0.002	0.0	0.38	219623	-
rs982228	rs4276433	0.228	0.14	0.004	0.02	0.62	227430	-
rs982228	rs919258	0.115	0.17	0.006	0.01	0.38	230918	-
rs982228	rs297961	0.476	0.32	0.007	0.05	0.81	238314	-
rs982228	rs17061883	0.368	0.08	0.002	0.03	0.85	239445	-
rs982228	rs297966	0.115	0.17	0.006	0.01	0.38	240874	-
rs982228	rs297968	0.246	0.17	0.005	0.02	0.62	242177	-
rs982228	rs10074453	0.011	0.0	0.0	-0.01	0.2	242955	-
rs982228	rs4301242	0.115	0.17	0.006	0.01	0.38	246117	-
rs982228	rs12654614	0.309	0.05	0.001	0.03	0.85	246817	-
rs982228	rs12657750	0.419	0.12	0.003	0.04	0.86	249386	-
rs982228	rs177075	0.254	1.48	0.058	0.09	0.42	250775	-
rs982228	rs2217265	0.008	0.0	0.0	0.0	0.36	251136	-
rs982228	rs294598	0.493	0.24	0.008	0.05	0.87	252925	-
rs982228	rs294597	0.126	0.2	0.007	0.01	0.36	253118	-
rs982228	rs297951	0.131	0.14	0.005	0.01	0.4	255805	-
rs982228	rs1433779	0.823	0.1	0.005	0.04	0.97	256225	-
rs982228	rs294594	0.143	0.02	0.001	0.02	0.73	256733	-
rs982228	rs985254	0.038	0.01	0.0	0.0	0.37	258513	-
rs982228	rs10037424	0.823	0.1	0.005	0.04	0.97	258772	-
rs982228	rs294588	0.05	0.03	0.001	0.0	0.31	259677	-
rs982228	rs294587	0.103	0.15	0.005	0.0	0.33	260220	-
rs982228	rs6862542	0.129	0.17	0.006	0.01	0.38	269511	-
rs982228	rs294580	0.184	0.39	0.013	0.02	0.41	275212	-
rs982228	rs6876181	0.26	0.12	0.005	0.02	0.7	282497	-
rs982228	rs1432655	0.285	0.35	0.013	0.03	0.6	289944	-
rs982228	rs1433781	0.285	0.35	0.013	0.03	0.6	295171	-
rs982228	rs17668553	0.355	1.05	0.037	0.09	0.63	299026	-
rs982228	rs159199	0.131	0.16	0.005	0.01	0.39	302259	-
rs982228	rs292410	0.361	0.44	0.018	0.05	0.68	304547	-
rs982228	rs6878378	0.114	0.34	0.012	0.01	0.29	307106	-
rs982228	rs3849745	0.59	1.15	0.037	0.16	0.83	319763	-
rs982228	rs6880977	0.59	1.15	0.037	0.16	0.83	320285	-
rs982228	rs3910253	0.479	1.23	0.037	0.14	0.72	322414	-
rs982228	rs10070913	0.897	0.27	0.017	0.06	0.97	324410	-
rs982228	rs3910251	0.508	1.19	0.038	0.15	0.75	327683	-
rs982228	rs693845	0.508	1.19	0.038	0.15	0.75	329104	-
rs982228	rs158836	0.111	0.18	0.006	0.0	0.34	330413	-
rs982228	rs158842	0.038	0.01	0.0	0.0	0.33	334042	-
rs982228	rs158845	0.026	0.01	0.0	0.0	0.33	334760	-
rs982228	rs166078	0.038	0.01	0.0	0.0	0.33	335518	-
rs982228	rs149402	0.116	0.17	0.006	0.0	0.35	335737	-
rs982228	rs566509	0.151	0.23	0.01	0.01	0.42	339861	-
rs982228	rs158850	0.15	0.29	0.012	0.01	0.37	344694	-
rs982228	rs6893725	0.01	0.0	0.0	-0.01	0.2	345118	-
rs982228	rs17062147	0.151	0.23	0.01	0.01	0.42	346191	-
rs982228	rs158851	0.173	0.24	0.008	0.01	0.44	346828	-
rs982228	rs158829	0.181	0.75	0.033	0.03	0.35	350131	-
rs982228	rs537788	0.484	1.42	0.06	0.16	0.71	350967	-
rs982228	rs424217	0.117	0.17	0.007	0.0	0.35	359004	-
rs982228	rs509502	0.364	0.64	0.025	0.06	0.64	359552	-
rs982228	rs292404	0.181	0.75	0.033	0.03	0.35	361842	-
rs982228	rs292406	0.104	0.13	0.005	0.0	0.34	363261	-
rs982228	rs3133041	0.192	0.75	0.033	0.03	0.37	364588	-
rs982228	rs558968	0.364	0.64	0.025	0.06	0.64	371240	-
rs982228	rs10057965	0.093	0.15	0.005	0.0	0.3	380970	-
rs982228	rs531314	1.0	0.28	0.014	0.06	0.97	385782	-
rs982228	rs489835	0.027	0.0	0.0	0.0	0.51	387963	-
rs982228	rs4869096	0.086	0.16	0.007	0.0	0.27	398213	-
rs982228	rs516512	1.0	1.15	0.052	0.19	0.99	398797	-
rs982228	rs520002	0.314	0.31	0.01	0.03	0.65	399141	-
rs982228	rs13328108	0.224	0.65	0.033	0.04	0.44	400747	-
rs982228	rs497083	0.002	0.0	0.0	0.0	0.39	401804	-
rs982228	rs580015	0.071	0.03	0.001	0.0	0.4	405022	-
rs982228	rs10515864	0.157	0.49	0.023	0.02	0.34	414017	-
rs982228	rs17610788	0.206	0.54	0.023	0.03	0.42	426629	-
rs982228	rs642305	0.055	0.02	0.001	0.0	0.39	427865	-
rs982228	rs17538699	1.0	0.57	0.044	0.1	0.98	431295	-
